instrument,note,midi,pp_source,mf_source,ff_source,gpr_p,gpr_mp,gpr_f,linear_mp_estimate,quadratic_mp_estimate,gpr_mp_std,mp_minus_p,mf_minus_mp,outside_pp_mf_interval,finite,negative,warnings,model,mp_coordinate
viola,F6,89.0,5.550638,5.110859,6.19534,5.528435242957499,5.569447599549389,5.696277007320414,5.3307485,5.077904374999999,0.18851197268091435,0.04101235659188962,-0.45858859954938946,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G#3,56.0,27.495821,28.535138,30.730608,28.03973988919332,28.389314538790714,29.652188269205283,28.015479499999998,28.16691940625,0.2507708274068559,0.34957464959739326,0.1458234612092859,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G#4,68.0,18.794672,17.56433,17.886548,18.252341031512156,18.16298028801975,17.902514880587365,18.179501000000002,17.726363000000003,0.1915370057092898,-0.08936074349240641,-0.5986502880197477,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G#5,80.0,8.986104,10.06828,9.397278,9.480372379862674,9.480372491834784,9.480372823472683,9.527192,9.962096437500001,0.18254037018934186,1.1197210980640193e-07,0.5879075081652161,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G#6,92.0,5.01212,4.929018,5.900219,5.104914700308588,5.184821490644022,5.437875046722597,4.970569,4.85095259375,0.19552659669066894,0.0799067903354338,-0.25580349064402164,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G3,55.0,44.943879,48.450564,47.572886,47.04969020350842,47.85803971975008,48.40921547116062,46.6972215,47.98492678125,0.4543522434243245,0.8083495162416625,0.5925242802499184,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G4,67.0,21.213318,19.424886,19.636917,20.257926900528766,19.887452221260837,19.45364182033453,20.319102,19.68445059375,0.3084493776799754,-0.37047467926792876,-0.46256622126083613,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G5,79.0,10.177074,10.066228,9.540261,10.007311833009123,9.967428833141213,9.844599854673797,10.121651,10.13285709375,0.1877405646779672,-0.039882999867909774,0.09879916685878776,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
viola,G6,91.0,4.528296,5.401213,5.763935,4.974473114151732,5.122344080032087,5.519794188685748,4.9647545,5.23081453125,0.210033401235831,0.14787096588035453,0.2788689199679135,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
cello,A#2,46.0,48.225637,44.172545,52.814275,45.212883873214146,44.21950164070237,47.66330544872969,46.199090999999996,43.9956784375,1.3455934693483909,-0.9933822325117774,-0.04695664070236916,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
cello,A#3,58.0,28.584675,34.464421,23.852713,33.02736944668319,34.34699095905605,30.36827551993551,31.524548000000003,34.5405583125,1.5895970848386016,1.319621512372862,0.11743004094395104,False,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
cello,A#4,70.0,17.306435,18.359962,15.449162,18.18097339716692,18.36708109185532,17.194546862088345,17.8331985,18.468235906249998,0.43756586092234356,0.18610769468839905,-0.007119091855319226,True,True,False,[],GPR_Matern_nu1.5_alpha1e-1_n_restarts10,4.5
